Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72%,Switzerland,3.75,,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72%,Switzerland,3.75,Trinitario,Venezuela
Indah,India (south),1788,2016,61%,India,2.5,,India
Indaphoria,La Red,821,2012,70%,U.S.A.,3.25,,Dominican Republic
Indaphoria,"Conacado, Manifesto",907,2012,70%,U.S.A.,2.75,,Dominican Republic
Indi,Honduras,1255,2014,77%,U.S.A.,3,,Honduras
INDI,Lam Dong,2008,2017,72%,U.S.A.,3.25,,Vietnam
iQ Chocolate,black label,943,2012,72%,Scotland,3,,Peru
iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,2.75,Criollo,Peru
Isidro,Belize,1279,2014,72%,U.S.A.,3.25,Trinitario,Belize
Isidro,Dominican Republic,1279,2014,72%,U.S.A.,3.25,,Dominican Republic
Isidro,Madagascar,1275,2014,72%,U.S.A.,3.5,Trinitario,Madagascar
Isidro,Peru,1279,2014,72%,U.S.A.,2.25,,Peru
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70%,U.S.A.,3.5,Trinitario,Belize
Izard,"Elvesia P., Batch 32",1546,2015,70%,U.S.A.,2.75,,Dominican Republic
Jacque Torres,Trinatario Treasure,005,2006,71%,U.S.A.,2,Trinitario,Ghana
Johnny Iuzzini,"Costa Esmeralda, Batch 30",2008,2017,78%,U.S.A.,3.75,,Ecuador
Johnny Iuzzini,Camino Verde P.,1980,2017,70%,U.S.A.,3.5,,Ecuador
Johnny Iuzzini,Mount Pleasant,1976,2017,67%,U.S.A.,3,"Criollo, Trinitario",Jamaica
Johnny Iuzzini,"Sambirano Valley, Batch 7",2008,2017,68%,U.S.A.,3.5,,Madagascar
Johnny Iuzzini,"San Martin, Oro Verde",1976,2017,75%,U.S.A.,3,"Criollo, Trinitario",Peru
Johnny Iuzzini,"Ocumare, Cuyagua",1972,2017,72%,U.S.A.,3.5,"Criollo, Trinitario",Venezuela
Johnny Iuzzini,"Tien Giang, Mekong Delta",1976,2017,65%,U.S.A.,3.5,Trinitario,Vietnam
Jordis,Madagascar,1534,2015,63%,Czech Republic,2.75,Trinitario,Madagascar
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70%,Dominican Republic,3.5,,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55%,Dominican Republic,3.25,,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62%,Dominican Republic,3.25,,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82%,Dominican Republic,3,,Dominican Republic
Kakao,Vanuatu,387,2009,65%,Germany,3.75,Trinitario,Vanuatu
Kakao,Peru,837,2012,64%,Germany,2.5,,Peru
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70%,Ecuador,3.5,,Ecuador
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70%,Ecuador,3,,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3,,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3,,Ecuador
Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,2.75,,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,2.75,,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2.5,,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2.5,,Ecuador
Kaoka (Cemoi),Ecuador,423,2009,80%,France,2.75,,Ecuador
Kaoka (Cemoi),Noir,404,2009,70%,France,2.75,,
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70%,U.S.A.,3.75,,Dominican Republic
Ki' Xocolatl,Dark,431,2009,72%,Mexico,2,,Mexico
Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3,Trinitario,Dominican Republic
Krak,Belize,1968,2017,70%,Amsterdam,3,,Belize
Krak,Xoconusco,2016,2017,70%,Amsterdam,3.25,Criollo,Mexico
Krak,Vietnam,1968,2017,70%,Amsterdam,3,,Vietnam
Krak,Mava Sa Ferme D'ottange,2064,2018,70%,Amsterdam,3,,Madagascar
Krak,"Xoconusco, triple turned",2044,2018,70%,Amsterdam,3.75,,Mexico
Krak,Kablon Farm,2068,2018,70%,Amsterdam,3.25,,Philippines
Kto,Belize,1426,2014,90%,U.S.A.,3.25,Trinitario,Belize
Kto,Belize,1422,2014,72%,U.S.A.,3,Trinitario,Belize
Kto,Elvesia,1426,2014,72%,U.S.A.,3.25,,Dominican Republic
Kto,ROIG,1426,2014,72%,U.S.A.,3.25,,Dominican Republic
Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3.25,Trinitario,Madagascar
Kto,San Martin,1422,2014,72%,U.S.A.,2.5,,Peru
Kto,Ocumare,1422,2014,72%,U.S.A.,2.75,,Venezuela
K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Forastero,Brazil
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70%,U.S.A.,3.75,,Ecuador
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3.25,,Haiti
K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru
Kyya,Hispaniola,1359,2014,72.5%,U.S.A.,3,,Dominican Republic
Kyya,Ecuador,1363,2014,72.5%,U.S.A.,2.5,,Ecuador
Kyya,Madagascar,1363,2014,72.5%,U.S.A.,3,Trinitario,Madagascar
Kyya,Uganda,1359,2014,72.5%,U.S.A.,2.5,Forastero,Uganda
L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3,,Bolivia
L.A. Burdick (Felchlin),Madagascar,431,2009,64%,U.S.A.,3.5,Trinitario,Madagascar
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74%,U.S.A.,3.75,,Dominican Republic
L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3.25,Trinitario,Grenada
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3,,Venezuela
L.A. Burdick (Felchlin),Quito,682,2011,74%,U.S.A.,3.75,,Ecuador
L.A. Burdick (Felchlin),Brazil,891,2012,70%,U.S.A.,4,,Brazil
L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3.25,,Peru
L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Trinitario,Venezuela
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3,"Trinitario, Criollo",Belize
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3,Criollo,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2.5,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2.25,"Trinitario, Criollo",Peru
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad."
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60%,France,3.75,,
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3,,
La Maison du Chocolat (Valrhona),Grenada,741,2011,68%,France,3.5,Trinitario,Grenada
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66%,France,3.5,,Dominican Republic
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,2.75,,"Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3.25,,Ecuador
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25,,Tobago
La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.5,,Peru
La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25,,Ecuador
Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75,,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75,,Trinidad-Tobago
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3.25,,Brazil
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3,,Cuba
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3,,Ivory Coast
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,2.75,Trinitario,Madagascar
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3.25,,Peru
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3.5,Forastero,Sao Tome
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Trinitario,Vietnam
Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3.5,Forastero (Catongo),Brazil
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.5,,Tanzania
L'Amourette,Blend,853,2012,72%,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela"
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3,Trinitario,Venezuela
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3,Trinitario,Venezuela
L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3.5,Trinitario,Nicaragua
Land,San Pedro Sula,2048,2018,70%,U.K.,3.25,,Honduras
Land,"Nicaliso, Bocay",2048,2018,73%,U.K.,3.5,,Nicaragua
Land,Nueva Guinea,2048,2018,71%,U.K.,3,,Nicaragua
Landmark (Amano),"Tranquilidad, Itinez Province",1972,2017,74%,U.S.A.,3.75,,Bolivia
Letterpress,Maranura,1371,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25,,Bolivia
Letterpress,San Andres,1566,2015,70%,U.S.A.,3,,Costa Rica
Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3.25,,Dominican Republic
Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.5,,Tanzania
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3.5,Trinitario,Trinidad
Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25,,Liberia
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3.25,,Belize
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70%,U.S.A.,3.5,,Honduras
Letterpress,Ucayali,1984,2017,70%,U.S.A.,4,,Peru
Levy,Sambirano,1231,2014,71%,Finland,3.5,Criollo,Madagascar
Lilla,Madagascar,1856,2016,70%,Finland,3,Trinitario,Madagascar
Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3,,Dominican Republic
Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75,,Peru
Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.5,Criollo,Peru
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75,,"Venezuela, Dom. Rep."
Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3,,
Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.5,,Puerto Rico
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70%,U.S.A.,3.5,,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3,,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3,,Hawaii
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70%,U.S.A.,3.75,,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75%,U.S.A.,3.75,,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3.25,,Hawaii
Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2,,Nicaragua
Luisa Abram,"Rio Purus, 2016 Harvest",1976,2017,81%,Brazil,3.25,,Brazil
Luker,Santander,552,2010,65%,Colombia,3.5,,Colombia
Luker,Macondo,552,2010,60%,Colombia,3,,"Colombia, Ecuador"
Luker,Misterio,552,2010,58%,Colombia,3,,"Colombia, Ecuador"
Luker,Selva,552,2010,46%,Colombia,2.75,,"Colombia, Ecuador"
Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25,,Peru
Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.5,,Peru
Madecasse (Cinagra),Madagascar,284,2008,63%,Madagascar,4,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,284,2008,70%,Madagascar,3.75,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,284,2008,67%,Madagascar,3.5,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,288,2008,75%,Madagascar,3.5,Trinitario,Madagascar
Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,2.75,,Mexico
Madre,Upala,693,2011,70%,U.S.A.,2.75,,Costa Rica
Madre,Dominican,672,2011,70%,U.S.A.,2.5,,Dominican Republic
Madre,Kaua'i,995,2012,70%,U.S.A.,3.5,,Hawaii
Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3.25,,Hawaii
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Criollo,Hawaii
Madre,Brazil,1085,2013,70%,U.S.A.,3.5,,Brazil
Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,2.75,,Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,2.75,,Mexico
Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75,,Puerto Rico
Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.5,,Solomon Islands
Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba
Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Maglio,Ecuador,308,2008,70%,Italy,3,Forastero (Nacional),Ecuador
Maglio,Africa,300,2008,75%,Italy,2,,Tanzania
Majani,Ecuador,531,2010,70%,Italy,2,,Ecuador
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73%,Madagascar,3.5,Trinitario,Madagascar
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,2.75,Trinitario,Madagascar
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65%,Philippines,3.5,Trinitario,Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Blend,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55%,U.S.A.,3.5,,Hawaii
Malmo,Chuao,1856,2016,70%,Sweden,3,,Venezuela
Mana,Conacado,821,2012,74%,U.S.A.,3.75,,Dominican Republic
Mana,Peru,1219,2014,74%,U.S.A.,2.5,,Peru
Mana,Venezuela,1219,2014,74%,U.S.A.,2.75,,Venezuela
Mana,Ecuador,1446,2015,74%,U.S.A.,2.5,,Ecuador
Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75,,Colombia
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3.25,,Hawaii
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,2.75,,Hawaii
Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3.25,,Liberia
Manoa,Piura,1007,2012,72%,U.S.A.,3,,Peru
Manoa,"Waiahole, O'ahu",1089,2013,72%,U.S.A.,3.75,,Hawaii
Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75,,Costa Rica
Manoa,Markham Valley,1522,2015,72%,U.S.A.,3.5,,Papua New Guinea
Manoa,"Ucayali, batch 1041",2032,2017,70%,U.S.A.,3.25,,Peru
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25,,Dominican Republic
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25,,Ecuador
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.5,Forastero,Ghana
Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3.5,,Colombia
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela
Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75,,Nicaragua
Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3.5,,Peru
Map,Zorzal Reserve,2040,2018,72%,U.S.A.,3.5,,Dominican Republic
Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75,,Colombia
Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3.5,Trinitario,Ecuador
Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3.5,,Honduras
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70%,U.S.A.,3.5,,Nicaragua
Map Chocolate,"Maranon, 2014",1474,2015,62%,U.S.A.,3.5,Forastero (Nacional),Peru
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3.5,Criollo,Peru
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3,,Tanzania
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam
Map Chocolate,"Lam Dong, ""Red Poppy""",1956,2017,73%,U.S.A.,3,,Vietnam
Marana,Piura,1872,2016,70%,Peru,3,,Peru
Marana,San Martin,1884,2016,70%,Peru,3,,Peru
Marana,Cusco,1884,2016,70%,Peru,2.75,,Peru
Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3.25,,
Marou,Ba Ria,845,2012,76%,Vietnam,3.5,Trinitario,Vietnam
Marou,Dong Nai,845,2012,72%,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3.5,Trinitario,Vietnam
Marou,Ben Tre,849,2012,78%,Vietnam,3.5,Trinitario,Vietnam
Marou,Lam Dong,955,2012,74%,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang,895,2012,80%,Vietnam,3,Trinitario,Vietnam
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3.5,Trinitario,Vietnam
Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam
Marou,Ben Tre,1650,2015,68%,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam
Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3,,Costa Rica
Mars,"Ghana, prototype",544,2010,65%,U.S.A.,3.5,Forastero,Ghana
Mars,Ivory Coast,544,2010,65%,U.S.A.,3,,Ivory Coast
Mars,Nigeria,544,2010,65%,U.S.A.,3.25,,Nigeria
Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2.5,,Dominican Republic
Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2.25,,Dominican Republic
Martin Mayer,Alto Beni,1836,2016,76%,Austria,2.75,,Bolivia
Martin Mayer,Tumaco,1836,2016,74%,Austria,3.25,,Colombia
Martin Mayer,Pisa,1836,2016,82%,Austria,3,,Haiti
Mast Brothers,"Dominican Republic, Coop",572,2010,70%,U.S.A.,3.25,,Dominican Republic
Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3,,Venezuela
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela
Mast Brothers,Moho River,773,2011,70%,U.S.A.,3.5,Trinitario,Belize
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74%,U.S.A.,3.75,,Dominican Republic
Mast Brothers,Conacado,777,2011,73%,U.S.A.,3.25,,Dominican Republic
Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,2.75,,Papua New Guinea
Mast Brothers,San Martin,777,2011,75%,U.S.A.,3,,Peru
Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Brooklyn Blend,672,2011,72%,U.S.A.,3.5,,
Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.5,Trinitario,
Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize"
Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3,,Guatemala
Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25,,Tanzania
Matale,"Somia, 2013",1177,2013,68%,Australia,4,Trinitario,Madagascar
Matale,"Kulili P., 2013",1177,2013,74%,Australia,4,Trinitario,Papua New Guinea
Matale,Blend,1181,2013,70%,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad"
Matale,"Malekula P., 2013",1177,2013,72%,Australia,3.5,Trinitario,Vanuatu
Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3.25,Trinitario,Belize
Maverick,Elvesia,1367,2014,70%,U.S.A.,3.25,,Dominican Republic
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63%,U.S.A.,3.5,Criollo,Peru
Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Criollo,Peru
Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3,,Dominican Republic
Meadowlands,Belize,1287,2014,70%,U.S.A.,3,Trinitario,Belize
Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2.5,,Bolivia
Meadowlands,Dominican Republic,1291,2014,70%,U.S.A.,3.5,,Dominican Republic
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70%,U.S.A.,3,,Nicaragua
Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75,,Venezuela
Menakao (aka Cinagra),Madagascar,837,2012,80%,Madagascar,2.5,Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,841,2012,72%,Madagascar,2.5,Trinitario,Madagascar
Mesocacao,Honduras,1347,2014,70%,Honduras,3.5,,Honduras
Mesocacao,Honduras,1347,2014,80%,Honduras,3.25,,Honduras
Mesocacao,"La Tronca, Matagalpa",1351,2014,80%,Honduras,3.5,,Nicaragua
Mesocacao,"La Tronca, Matagalpa",1351,2014,70%,Honduras,3.25,,Nicaragua
Mesocacao,El Salvador,1494,2015,70%,Honduras,3,,El Salvador
Mesocacao,El Salvador,1494,2015,80%,Honduras,2.75,,El Salvador
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70%,Sweden,3,,Brazil
Metiisto,Akesson Estate,1267,2014,72%,Sweden,3.5,Trinitario,Madagascar
Metropolitan,South America,1688,2015,70%,Amsterdam,3.5,Trinitario,South America
Michel Cluizel,Los Ancones P.,024,2006,67%,France,4,,Dominican Republic
Michel Cluizel,Mangaro P.,024,2006,65%,France,4,Trinitario,Madagascar
Michel Cluizel,Maralumi P.,024,2006,64%,France,4,,Papua New Guinea
Michel Cluizel,Tamarina,024,2006,70%,France,3,Forastero,Sao Tome
Michel Cluizel,Carre Amer,024,2006,60%,France,2,,
Michel Cluizel,Carre Grand Noir,024,2006,85%,France,2,,
Michel Cluizel,Noir Infini,081,2006,99%,France,2,,
Michel Cluizel,Vila Gracinda,135,2007,67%,France,3.5,Forastero,Sao Tome
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66%,France,3.5,Trinitario,Venezuela
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66%,France,3.75,,Mexico
Michel Cluizel,El Jardin,2020,2017,69%,France,3.25,,Colombia
Middlebury,Alto Beni,887,2012,75%,U.S.A.,2,Criollo,Bolivia
Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2.5,Criollo,Indonesia
Middlebury,Houseblend,887,2012,65%,U.S.A.,1.5,,
Middlebury,Belize,1117,2013,80%,U.S.A.,3.25,Trinitario,Belize
Middlebury,La Red,1117,2013,75%,U.S.A.,2.5,,Dominican Republic
Middlebury,Maya Mountain,1490,2015,80%,U.S.A.,3.5,Trinitario,Belize
Middlebury,Oko Caribe,1490,2015,75%,U.S.A.,3.75,,Dominican Republic
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70%,U.S.A.,3.5,,Nicaragua
Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25,,Tanzania
Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3.5,Trinitario,Trinidad
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75%,U.S.A.,3.75,,Venezuela
Millcreek Cacao Roasters,Ecuador,825,2012,70%,U.S.A.,3.5,,Ecuador
Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2.5,Forastero (Nacional),Ecuador
Mindo,Ecuador,607,2010,67%,U.S.A.,2.75,,Ecuador
Mindo,Ecuador,607,2010,77%,U.S.A.,2.75,,Ecuador
Minimal,"Acul-du-Nord, 2015",1920,2016,70%,Japan,3.5,"Criollo, Trinitario",Haiti
Mirzam,India,1960,2017,65%,U.A.E.,3.5,,India
Mirzam,Madagascar,1960,2017,72%,U.A.E.,3.25,,Madagascar
Mirzam,Papua New Guinea,1960,2017,72%,U.A.E.,3,,Papua New Guinea
Mirzam,Vietnam,1960,2017,65%,U.A.E.,3.5,,Vietnam
Mission,"Bahia, Fazenda Venturosa",1626,2015,70%,Brazil,3.5,Forastero (Parazinho),Brazil
Mission,"Fazenda Camboa, Bahia",1880,2016,75%,Brazil,3.75,,Brazil
Mita,Tumaco,955,2012,65%,Colombia,2.5,,Colombia
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67%,U.S.A.,2.75,Trinitario,Belize
Moho,"Toledo District, w/ nibs",1026,2013,73%,U.S.A.,3.25,Trinitario,Belize
Moho,Toledo District,1030,2013,72%,U.S.A.,3,Trinitario,Belize
